================================================================
BIO-REACTOR LSTM MODEL PERFORMANCE REPORT
================================================================

STATE VARIABLE       | MSE (Mean Sq. Error) | MAE (Mean Abs. Error) | R2 Score  
1.9928     | 6.267276        | 6.267520        | 0.000244       

--- STATE: FeS ---
Time (h)   | True            | Pred            | Diff           
------------------------------------------------------------
0.4002     | 0.010000        | 0.011777        | 0.001777       
0.4082     | 0.010000        | 0.011407        | 0.001407       
0.4162     | 0.010000        | 0.011010        | 0.001010       
0.4242     | 0.010000        | 0.010630        | 0.000630       
0.4322     | 0.010000        | 0.010293        | 0.000293       
0.4402     | 0.010000        | 0.010009        | 0.000009       
0.4482     | 0.010000        | 0.009783        | 0.000217       
0.4562     | 0.010000        | 0.009613        | 0.000387       
0.4642     | 0.010000        | 0.009492        | 0.000508       
0.4722     | 0.010000        | 0.009415        | 0.000585       
0.4802     | 0.010000        | 0.009373        | 0.000627       
0.4882     | 0.010000        | 0.009361        | 0.000639       
0.4962     | 0.010000        | 0.009371        | 0.000629       
0.5042     | 0.010000        | 0.009397        | 0.000603       
0.5122     | 0.010000        | 0.009435        | 0.000565       
0.5202     | 0.010000        | 0.009481        | 0.000519       
0.5282     | 0.010000        | 0.009532        | 0.000468       
0.5362     | 0.010000        | 0.009585        | 0.000415       
0.5442     | 0.010000        | 0.009637        | 0.000363       
0.5522     | 0.010000        | 0.009689        | 0.000311       
0.5602     | 0.010000        | 0.009737        | 0.000263       
0.5682     | 0.010000        | 0.009783        | 0.000217       
0.5762     | 0.010000        | 0.009825        | 0.000175       
0.5842     | 0.010000        | 0.009863        | 0.000137       
0.5922     | 0.010000        | 0.009897        | 0.000103       
0.6002     | 0.010000        | 0.009927        | 0.000073       
0.6082     | 0.010000        | 0.009954        | 0.000046       
0.6162     | 0.010000        | 0.009976        | 0.000024       
0.6242     | 0.010000        | 0.009995        | 0.000005       
0.6323     | 0.010000        | 0.010011        | 0.000011       
0.6403     | 0.010000        | 0.010025        | 0.000025       
0.6483     | 0.010000        | 0.010036        | 0.000036       
0.6563     | 0.010000        | 0.010045        | 0.000045       
0.6643     | 0.010000        | 0.010051        | 0.000051       
0.6723     | 0.010000        | 0.010057        | 0.000057       
0.6803     | 0.010000        | 0.010060        | 0.000060       
0.6883     | 0.010000        | 0.010063        | 0.000063       
0.6963     | 0.010000        | 0.010065        | 0.000065       
0.7043     | 0.010000        | 0.010066        | 0.000066       
0.7123     | 0.010000        | 0.010067        | 0.000067       
0.7203     | 0.010000        | 0.010067        | 0.000067       
0.7283     | 0.010000        | 0.010067        | 0.000067       
0.7363     | 0.010000        | 0.010067        | 0.000067       
0.7443     | 0.010000        | 0.010068        | 0.000068       
0.7523     | 0.010000        | 0.010068        | 0.000068       
0.7603     | 0.010000        | 0.010069        | 0.000069       
0.7683     | 0.010000        | 0.010071        | 0.000071       
0.7763     | 0.010000        | 0.010072        | 0.000072       
0.7843     | 0.010000        | 0.010074        | 0.000074       
0.7923     | 0.010000        | 0.010077        | 0.000077       
0.8003     | 0.010000        | 0.010080        | 0.000080       
0.8083     | 0.010000        | 0.010083        | 0.000083       
0.8163     | 0.010000        | 0.010086        | 0.000086       
0.8243     | 0.010000        | 0.010090        | 0.000090       
0.8323     | 0.010000        | 0.010094        | 0.000094       
0.8403     | 0.010000        | 0.010098        | 0.000098       
0.8483     | 0.010000        | 0.010103        | 0.000103       
0.8563     | 0.010000        | 0.010107        | 0.000107       
0.8643     | 0.010000        | 0.010112        | 0.000112       
0.8723     | 0.010000        | 0.010116        | 0.000116       
0.8804     | 0.010000        | 0.010121        | 0.000121       
0.8884     | 0.010000        | 0.010125        | 0.000125       
0.8964     | 0.010000        | 0.010130        | 0.000130       
0.9044     | 0.010000        | 0.010134        | 0.000134       
0.9124     | 0.010000        | 0.010138        | 0.000138       
0.9204     | 0.010000        | 0.010141        | 0.000141       
0.9284     | 0.010000        | 0.010144        | 0.000144       
0.9364     | 0.010000        | 0.010147        | 0.000147       
0.9444     | 0.010000        | 0.010150        | 0.000150       
0.9524     | 0.010000        | 0.010152        | 0.000152       
0.9604     | 0.010000        | 0.010153        | 0.000153       
0.9684     | 0.010000        | 0.010154        | 0.000154       
0.9764     | 0.010000        | 0.010155        | 0.000155       
0.9844     | 0.010000        | 0.010155        | 0.000155       
0.9924     | 0.010000        | 0.010154        | 0.000154       
1.0004     | 0.010000        | 0.010153        | 0.000153       
1.0084     | 0.010000        | 0.010151        | 0.000151       
1.0164     | 0.010000        | 0.010148        | 0.000148       
1.0244     | 0.010000        | 0.010145        | 0.000145       
1.0324     | 0.010000        | 0.010141        | 0.000141       
1.0404     | 0.010000        | 0.010137        | 0.000137       
1.0484     | 0.010000        | 0.010132        | 0.000132       
1.0564     | 0.010000        | 0.010127        | 0.000127       
1.0644     | 0.010000        | 0.010121        | 0.000121       
1.0724     | 0.010000        | 0.010115        | 0.000115       
1.0804     | 0.010000        | 0.010108        | 0.000108       
1.0884     | 0.010000        | 0.010101        | 0.000101       
1.0964     | 0.010000        | 0.010094        | 0.000094       
1.1044     | 0.010000        | 0.010086        | 0.000086       
1.1124     | 0.010000        | 0.010078        | 0.000078       
1.1204     | 0.010000        | 0.010070        | 0.000070       
1.1285     | 0.010000        | 0.010062        | 0.000062       
1.1365     | 0.010000        | 0.010053        | 0.000053       
1.1445     | 0.010000        | 0.010044        | 0.000044       
1.1525     | 0.010000        | 0.010036        | 0.000036       
1.1605     | 0.010000        | 0.010027        | 0.000027       
1.1685     | 0.010000        | 0.010018        | 0.000018       
1.1765     | 0.010000        | 0.010009        | 0.000009       
1.1845     | 0.010000        | 0.010000        | 0.000000       
1.1925     | 0.010000        | 0.009991        | 0.000009       
1.2005     | 0.010000        | 0.009983        | 0.000017       
1.2085     | 0.010000        | 0.009974        | 0.000026       
1.2165     | 0.010000        | 0.009966        | 0.000034       
1.2245     | 0.010000        | 0.009958        | 0.000042       
1.2325     | 0.010000        | 0.009950        | 0.000050       
1.2405     | 0.010000        | 0.009942        | 0.000058       
1.2485     | 0.010000        | 0.009935        | 0.000065       
1.2565     | 0.010000        | 0.009927        | 0.000073       
1.2645     | 0.010000        | 0.009920        | 0.000080       
1.2725     | 0.010000        | 0.009913        | 0.000087       
1.2805     | 0.010000        | 0.009906        | 0.000094       
1.2885     | 0.010000        | 0.009900        | 0.000100       
1.2965     | 0.010000        | 0.009894        | 0.000106       
1.3045     | 0.010000        | 0.009888        | 0.000112       
1.3125     | 0.010000        | 0.009882        | 0.000118       
1.3205     | 0.010000        | 0.009877        | 0.000123       
1.3285     | 0.010000        | 0.009872        | 0.000128       
1.3365     | 0.010000        | 0.009868        | 0.000132       
1.3445     | 0.010000        | 0.009863        | 0.000137       
1.3525     | 0.010000        | 0.009859        | 0.000141       
1.3605     | 0.010000        | 0.009855        | 0.000145       
1.3685     | 0.010000        | 0.009852        | 0.000148       
1.3766     | 0.010000        | 0.009849        | 0.000151       
1.3846     | 0.010000        | 0.009846        | 0.000154       
1.3926     | 0.010000        | 0.009843        | 0.000157       
1.4006     | 0.010000        | 0.009841        | 0.000159       
1.4086     | 0.010000        | 0.009839        | 0.000161       
1.4166     | 0.010000        | 0.009837        | 0.000163       
1.4246     | 0.010000        | 0.009836        | 0.000164       
1.4326     | 0.010000        | 0.009835        | 0.000165       
1.4406     | 0.010000        | 0.009835        | 0.000165       
1.4486     | 0.010000        | 0.009835        | 0.000165       
1.4566     | 0.010000        | 0.009835        | 0.000165       
1.4646     | 0.010000        | 0.009835        | 0.000165       
1.4726     | 0.010000        | 0.009835        | 0.000165       
1.4806     | 0.010000        | 0.009836        | 0.000164       
1.4886     | 0.010000        | 0.009837        | 0.000163       
1.4966     | 0.010000        | 0.009838        | 0.000162       
1.5046     | 0.010000        | 0.009839        | 0.000161       
1.5126     | 0.010000        | 0.009840        | 0.000160       
1.5206     | 0.010000        | 0.009842        | 0.000158       
1.5286     | 0.010000        | 0.009843        | 0.000157       
1.5366     | 0.010000        | 0.009845        | 0.000155       
1.5446     | 0.010000        | 0.009847        | 0.000153       
1.5526     | 0.010000        | 0.009849        | 0.000151       
1.5606     | 0.010000        | 0.009852        | 0.000148       
1.5686     | 0.010000        | 0.009854        | 0.000146       
1.5766     | 0.010000        | 0.009857        | 0.000143       
1.5846     | 0.010000        | 0.009860        | 0.000140       
1.5926     | 0.010000        | 0.009863        | 0.000137       
1.6006     | 0.010000        | 0.009866        | 0.000134       
1.6086     | 0.010000        | 0.009869        | 0.000131       
1.6166     | 0.010000        | 0.009873        | 0.000127       
1.6246     | 0.010000        | 0.009876        | 0.000124       
1.6327     | 0.010000        | 0.009880        | 0.000120       
1.6407     | 0.010000        | 0.009884        | 0.000116       
1.6487     | 0.010000        | 0.009888        | 0.000112       
1.6567     | 0.010000        | 0.009892        | 0.000108       
1.6647     | 0.010000        | 0.009897        | 0.000103       
1.6727     | 0.010000        | 0.009901        | 0.000099       
1.6807     | 0.010000        | 0.009907        | 0.000093       
1.6887     | 0.010000        | 0.009912        | 0.000088       
1.6967     | 0.010000        | 0.009918        | 0.000082       
1.7047     | 0.010000        | 0.009924        | 0.000076       
1.7127     | 0.010000        | 0.009931        | 0.000069       
1.7207     | 0.010000        | 0.009938        | 0.000062       
1.7287     | 0.010000        | 0.009945        | 0.000055       
1.7367     | 0.010000        | 0.009953        | 0.000047       
1.7447     | 0.010000        | 0.009961        | 0.000039       
1.7527     | 0.010000        | 0.009969        | 0.000031       
1.7607     | 0.010000        | 0.009978        | 0.000022       
1.7687     | 0.010000        | 0.009987        | 0.000013       
1.7767     | 0.010000        | 0.009996        | 0.000004       
1.7847     | 0.010000        | 0.010006        | 0.000006       
1.7927     | 0.010000        | 0.010016        | 0.000016       
1.8007     | 0.010000        | 0.010026        | 0.000026       
1.8087     | 0.010000        | 0.010036        | 0.000036       
1.8167     | 0.010000        | 0.010047        | 0.000047       
1.8247     | 0.010000        | 0.010057        | 0.000057       
1.8327     | 0.010000        | 0.010068        | 0.000068       
1.8407     | 0.010000        | 0.010079        | 0.000079       
1.8487     | 0.010000        | 0.010090        | 0.000090       
1.8567     | 0.010000        | 0.010101        | 0.000101       
1.8647     | 0.010000        | 0.010112        | 0.000112       
1.8727     | 0.010000        | 0.010123        | 0.000123       
1.8808     | 0.010000        | 0.010134        | 0.000134       
1.8888     | 0.010000        | 0.010145        | 0.000145       
1.8968     | 0.010000        | 0.010156        | 0.000156       
1.9048     | 0.010000        | 0.010167        | 0.000167       
1.9128     | 0.010000        | 0.010177        | 0.000177       
1.9208     | 0.010000        | 0.010188        | 0.000188       
1.9288     | 0.010000        | 0.010198        | 0.000198       
1.9368     | 0.010000        | 0.010207        | 0.000207       
1.9448     | 0.010000        | 0.010217        | 0.000217       
1.9528     | 0.010000        | 0.010226        | 0.000226       
1.9608     | 0.010000        | 0.010235        | 0.000235       
1.9688     | 0.010000        | 0.010243        | 0.000243       
1.9768     | 0.010000        | 0.010251        | 0.000251       
1.9848     | 0.010000        | 0.010258        | 0.000258       
1.9928     | 0.010000        | 0.010265        | 0.000265       

--- STATE: X ---
Time (h)   | True            | Pred            | Diff           
------------------------------------------------------------
0.4002     | 0.015920        | 0.011531        | 0.004390       
0.4082     | 0.016094        | 0.010154        | 0.005940       
0.4162     | 0.016270        | 0.009490        | 0.006780       
0.4242     | 0.016449        | 0.009364        | 0.007085       
0.4322     | 0.016631        | 0.009637        | 0.006994       
0.4402     | 0.016816        | 0.010220        | 0.006595       
0.4482     | 0.017003        | 0.011029        | 0.005974       
0.4562     | 0.017194        | 0.011998        | 0.005196       
0.4642     | 0.017388        | 0.013074        | 0.004314       
0.4722     | 0.017585        | 0.014214        | 0.003370       
0.4802     | 0.017785        | 0.015385        | 0.002400       
0.4882     | 0.017989        | 0.016570        | 0.001419       
0.4962     | 0.018195        | 0.017728        | 0.000468       
0.5042     | 0.018406        | 0.018861        | 0.000455       
0.5122     | 0.018619        | 0.019948        | 0.001329       
0.5202     | 0.018836        | 0.020993        | 0.002157       
0.5282     | 0.019056        | 0.021979        | 0.002923       
0.5362     | 0.019280        | 0.022908        | 0.003628       
0.5442     | 0.019507        | 0.023787        | 0.004280       
0.5522     | 0.019738        | 0.024609        | 0.004872       
0.5602     | 0.019972        | 0.025370        | 0.005398       
0.5682     | 0.020210        | 0.026078        | 0.005868       
0.5762     | 0.020452        | 0.026732        | 0.006280       
0.5842     | 0.020697        | 0.027325        | 0.006628       
0.5922     | 0.020947        | 0.027867        | 0.006921       
0.6002     | 0.021201        | 0.028348        | 0.007147       
0.6082     | 0.021460        | 0.028785        | 0.007325       
0.6162     | 0.021722        | 0.029166        | 0.007444       
0.6242     | 0.021989        | 0.029496        | 0.007507       
0.6323     | 0.022260        | 0.029773        | 0.007512       
0.6403     | 0.022536        | 0.030000        | 0.007464       
0.6483     | 0.022816        | 0.030169        | 0.007354       
0.6563     | 0.023100        | 0.030297        | 0.007197       
0.6643     | 0.023389        | 0.030372        | 0.006982       
0.6723     | 0.023683        | 0.030400        | 0.006718       
0.6803     | 0.023981        | 0.030379        | 0.006399       
0.6883     | 0.024283        | 0.030322        | 0.006038       
0.6963     | 0.024591        | 0.030219        | 0.005628       
0.7043     | 0.024903        | 0.030082        | 0.005178       
0.7123     | 0.025221        | 0.029914        | 0.004693       
0.7203     | 0.025543        | 0.029713        | 0.004170       
0.7283     | 0.025872        | 0.029490        | 0.003618       
0.7363     | 0.026206        | 0.029254        | 0.003047       
0.7443     | 0.026546        | 0.029004        | 0.002458       
0.7523     | 0.026891        | 0.028745        | 0.001853       
0.7603     | 0.027242        | 0.028479        | 0.001237       
0.7683     | 0.027599        | 0.028216        | 0.000618       
0.7763     | 0.027961        | 0.027953        | 0.000008       
0.7843     | 0.028329        | 0.027699        | 0.000630       
0.7923     | 0.028703        | 0.027457        | 0.001246       
0.8003     | 0.029083        | 0.027228        | 0.001854       
0.8083     | 0.029469        | 0.027020        | 0.002448       
0.8163     | 0.029861        | 0.026835        | 0.003025       
0.8243     | 0.030259        | 0.026673        | 0.003586       
0.8323     | 0.030663        | 0.026540        | 0.004124       
0.8403     | 0.031074        | 0.026446        | 0.004628       
0.8483     | 0.031493        | 0.026381        | 0.005111       
0.8563     | 0.031918        | 0.026353        | 0.005565       
0.8643     | 0.032351        | 0.026372        | 0.005979       
0.8723     | 0.032790        | 0.026433        | 0.006357       
0.8804     | 0.033237        | 0.026536        | 0.006701       
0.8884     | 0.033691        | 0.026690        | 0.007001       
0.8964     | 0.034153        | 0.026891        | 0.007262       
0.9044     | 0.034622        | 0.027137        | 0.007485       
0.9124     | 0.035099        | 0.027436        | 0.007663       
0.9204     | 0.035583        | 0.027781        | 0.007802       
0.9284     | 0.036076        | 0.028178        | 0.007898       
0.9364     | 0.036576        | 0.028622        | 0.007954       
0.9444     | 0.037085        | 0.029116        | 0.007969       
0.9524     | 0.037602        | 0.029656        | 0.007946       
0.9604     | 0.038127        | 0.030248        | 0.007880       
0.9684     | 0.038661        | 0.030885        | 0.007777       
0.9764     | 0.039205        | 0.031566        | 0.007640       
0.9844     | 0.039758        | 0.032292        | 0.007466       
0.9924     | 0.040320        | 0.033059        | 0.007261       
1.0004     | 0.040891        | 0.033864        | 0.007028       
1.0084     | 0.041472        | 0.034707        | 0.006765       
1.0164     | 0.042063        | 0.035590        | 0.006473       
1.0244     | 0.042663        | 0.036507        | 0.006155       
1.0324     | 0.043273        | 0.037461        | 0.005812       
1.0404     | 0.043893        | 0.038451        | 0.005442       
1.0484     | 0.044523        | 0.039470        | 0.005053       
1.0564     | 0.045164        | 0.040517        | 0.004647       
1.0644     | 0.045815        | 0.041591        | 0.004224       
1.0724     | 0.046476        | 0.042685        | 0.003791       
1.0804     | 0.047149        | 0.043805        | 0.003344       
1.0884     | 0.047833        | 0.044951        | 0.002881       
1.0964     | 0.048527        | 0.046109        | 0.002418       
1.1044     | 0.049234        | 0.047290        | 0.001944       
1.1124     | 0.049951        | 0.048478        | 0.001473       
1.1204     | 0.050681        | 0.049687        | 0.000993       
1.1285     | 0.051422        | 0.050898        | 0.000524       
1.1365     | 0.052175        | 0.052125        | 0.000050       
1.1445     | 0.052941        | 0.053357        | 0.000416       
1.1525     | 0.053719        | 0.054595        | 0.000876       
1.1605     | 0.054509        | 0.055837        | 0.001328       
1.1685     | 0.055312        | 0.057078        | 0.001766       
1.1765     | 0.056128        | 0.058326        | 0.002197       
1.1845     | 0.056958        | 0.059573        | 0.002615       
1.1925     | 0.057802        | 0.060820        | 0.003019       
1.2005     | 0.058663        | 0.062060        | 0.003397       
1.2085     | 0.059538        | 0.063296        | 0.003758       
1.2165     | 0.060428        | 0.064523        | 0.004095       
1.2245     | 0.061332        | 0.065745        | 0.004413       
1.2325     | 0.062252        | 0.066956        | 0.004705       
1.2405     | 0.063186        | 0.068164        | 0.004977       
1.2485     | 0.064136        | 0.069365        | 0.005229       
1.2565     | 0.065102        | 0.070559        | 0.005457       
1.2645     | 0.066084        | 0.071748        | 0.005663       
1.2725     | 0.067082        | 0.072928        | 0.005846       
1.2805     | 0.068097        | 0.074101        | 0.006004       
1.2885     | 0.069128        | 0.075269        | 0.006141       
1.2965     | 0.070176        | 0.076432        | 0.006256       
1.3045     | 0.071242        | 0.077588        | 0.006346       
1.3125     | 0.072324        | 0.078740        | 0.006416       
1.3205     | 0.073425        | 0.079890        | 0.006465       
1.3285     | 0.074544        | 0.081027        | 0.006483       
1.3365     | 0.075680        | 0.082171        | 0.006491       
1.3445     | 0.076836        | 0.083312        | 0.006476       
1.3525     | 0.078010        | 0.084449        | 0.006439       
1.3605     | 0.079203        | 0.085587        | 0.006384       
1.3685     | 0.080416        | 0.086726        | 0.006311       
1.3766     | 0.081648        | 0.087865        | 0.006217       
1.3846     | 0.082900        | 0.089011        | 0.006111       
1.3926     | 0.084172        | 0.090161        | 0.005989       
1.4006     | 0.085465        | 0.091317        | 0.005852       
1.4086     | 0.086778        | 0.092482        | 0.005704       
1.4166     | 0.088120        | 0.093654        | 0.005534       
1.4246     | 0.089484        | 0.094834        | 0.005350       
1.4326     | 0.090871        | 0.096030        | 0.005159       
1.4406     | 0.092281        | 0.097228        | 0.004947       
1.4486     | 0.093714        | 0.098443        | 0.004729       
1.4566     | 0.095171        | 0.099671        | 0.004500       
1.4646     | 0.096652        | 0.100911        | 0.004259       
1.4726     | 0.098158        | 0.102170        | 0.004012       
1.4806     | 0.099689        | 0.103446        | 0.003757       
1.4886     | 0.101244        | 0.104745        | 0.003500       
1.4966     | 0.102826        | 0.106061        | 0.003235       
1.5046     | 0.104433        | 0.107402        | 0.002968       
1.5126     | 0.106067        | 0.108765        | 0.002698       
1.5206     | 0.107728        | 0.110154        | 0.002426       
1.5286     | 0.109416        | 0.111571        | 0.002155       
1.5366     | 0.111131        | 0.113017        | 0.001886       
1.5446     | 0.112875        | 0.114491        | 0.001617       
1.5526     | 0.114647        | 0.115996        | 0.001350       
1.5606     | 0.116447        | 0.117532        | 0.001084       
1.5686     | 0.118278        | 0.119105        | 0.000828       
1.5766     | 0.120137        | 0.120709        | 0.000572       
1.5846     | 0.122027        | 0.122346        | 0.000319       
1.5926     | 0.123947        | 0.124024        | 0.000077       
1.6006     | 0.125899        | 0.125737        | 0.000162       
1.6086     | 0.127881        | 0.127490        | 0.000392       
1.6166     | 0.129896        | 0.129281        | 0.000615       
1.6246     | 0.131943        | 0.131114        | 0.000829       
1.6327     | 0.134029        | 0.132989        | 0.001040       
1.6407     | 0.136153        | 0.134902        | 0.001251       
1.6487     | 0.138312        | 0.136861        | 0.001452       
1.6567     | 0.140507        | 0.138867        | 0.001640       
1.6647     | 0.142739        | 0.140923        | 0.001815       
1.6727     | 0.145007        | 0.143023        | 0.001983       
1.6807     | 0.147312        | 0.145179        | 0.002133       
1.6887     | 0.149655        | 0.147385        | 0.002270       
1.6967     | 0.152037        | 0.149636        | 0.002401       
1.7047     | 0.154458        | 0.151944        | 0.002514       
1.7127     | 0.156918        | 0.154305        | 0.002613       
1.7207     | 0.159419        | 0.156714        | 0.002705       
1.7287     | 0.161960        | 0.159182        | 0.002778       
1.7367     | 0.164543        | 0.161696        | 0.002847       
1.7447     | 0.167168        | 0.164269        | 0.002899       
1.7527     | 0.169836        | 0.166894        | 0.002942       
1.7607     | 0.172547        | 0.169574        | 0.002973       
1.7687     | 0.175301        | 0.172313        | 0.002989       
1.7767     | 0.178100        | 0.175105        | 0.002995       
1.7847     | 0.180945        | 0.177949        | 0.002996       
1.7927     | 0.183835        | 0.180854        | 0.002981       
1.8007     | 0.186772        | 0.183808        | 0.002963       
1.8087     | 0.189755        | 0.186822        | 0.002934       
1.8167     | 0.192787        | 0.189900        | 0.002887       
1.8247     | 0.195867        | 0.193025        | 0.002842       
1.8327     | 0.198996        | 0.196212        | 0.002784       
1.8407     | 0.202175        | 0.199454        | 0.002721       
1.8487     | 0.205406        | 0.202758        | 0.002649       
1.8567     | 0.208702        | 0.206118        | 0.002583       
1.8647     | 0.212050        | 0.209540        | 0.002510       
1.8727     | 0.215454        | 0.213021        | 0.002433       
1.8808     | 0.218913        | 0.216563        | 0.002350       
1.8888     | 0.222428        | 0.220164        | 0.002264       
1.8968     | 0.226000        | 0.223826        | 0.002174       
1.9048     | 0.229631        | 0.227548        | 0.002083       
1.9128     | 0.233320        | 0.231334        | 0.001986       
1.9208     | 0.237068        | 0.235179        | 0.001889       
1.9288     | 0.240877        | 0.239087        | 0.001790       
1.9368     | 0.244748        | 0.243060        | 0.001688       
1.9448     | 0.248681        | 0.247092        | 0.001589       
1.9528     | 0.252677        | 0.251189        | 0.001488       
1.9608     | 0.256737        | 0.255353        | 0.001384       
1.9688     | 0.260862        | 0.259580        | 0.001282       
1.9768     | 0.265053        | 0.263871        | 0.001182       
1.9848     | 0.269311        | 0.268231        | 0.001080       
1.9928     | 0.273636        | 0.272656        | 0.000980       

--- STATE: Acetate ---
Time (h)   | True            | Pred            | Diff           
------------------------------------------------------------
0.4002     | 0.009669        | 0.008266        | 0.001402       
0.4082     | 0.009952        | 0.009103        | 0.000849       
0.4162     | 0.010240        | 0.009849        | 0.000390       
0.4242     | 0.010532        | 0.010521        | 0.000011       
0.4322     | 0.010829        | 0.011125        | 0.000296       
0.4402     | 0.011130        | 0.011667        | 0.000537       
0.4482     | 0.011437        | 0.012152        | 0.000715       
0.4562     | 0.011748        | 0.012584        | 0.000836       
0.4642     | 0.012064        | 0.012968        | 0.000904       
0.4722     | 0.012386        | 0.013311        | 0.000926       
0.4802     | 0.012713        | 0.013619        | 0.000906       
0.4882     | 0.013045        | 0.013899        | 0.000854       
0.4962     | 0.013383        | 0.014157        | 0.000775       
0.5042     | 0.013726        | 0.014400        | 0.000674       
0.5122     | 0.014074        | 0.014632        | 0.000558       
0.5202     | 0.014428        | 0.014861        | 0.000433       
0.5282     | 0.014787        | 0.015090        | 0.000303       
0.5362     | 0.015152        | 0.015324        | 0.000172       
0.5442     | 0.015523        | 0.015565        | 0.000042       
0.5522     | 0.015900        | 0.015817        | 0.000083       
0.5602     | 0.016283        | 0.016082        | 0.000200       
0.5682     | 0.016671        | 0.016362        | 0.000309       
0.5762     | 0.017066        | 0.016657        | 0.000408       
0.5842     | 0.017466        | 0.016970        | 0.000496       
0.5922     | 0.017873        | 0.017301        | 0.000572       
0.6002     | 0.018289        | 0.017649        | 0.000639       
0.6082     | 0.018711        | 0.018016        | 0.000695       
0.6162     | 0.019139        | 0.018400        | 0.000739       
0.6242     | 0.019575        | 0.018802        | 0.000773       
0.6323     | 0.020018        | 0.019221        | 0.000796       
0.6403     | 0.020467        | 0.019657        | 0.000810       
0.6483     | 0.020924        | 0.020109        | 0.000815       
0.6563     | 0.021388        | 0.020577        | 0.000811       
0.6643     | 0.021860        | 0.021060        | 0.000800       
0.6723     | 0.022339        | 0.021558        | 0.000781       
0.6803     | 0.022825        | 0.022069        | 0.000757       
0.6883     | 0.023320        | 0.022593        | 0.000726       
0.6963     | 0.023822        | 0.023131        | 0.000691       
0.7043     | 0.024331        | 0.023681        | 0.000650       
0.7123     | 0.024849        | 0.024242        | 0.000607       
0.7203     | 0.025376        | 0.024815        | 0.000561       
0.7283     | 0.025913        | 0.025399        | 0.000514       
0.7363     | 0.026458        | 0.025993        | 0.000465       
0.7443     | 0.027013        | 0.026598        | 0.000414       
0.7523     | 0.027576        | 0.027212        | 0.000364       
0.7603     | 0.028149        | 0.027836        | 0.000312       
0.7683     | 0.028730        | 0.028470        | 0.000260       
0.7763     | 0.029321        | 0.029112        | 0.000209       
0.7843     | 0.029922        | 0.029763        | 0.000159       
0.7923     | 0.030532        | 0.030425        | 0.000108       
0.8003     | 0.031152        | 0.031093        | 0.000059       
0.8083     | 0.031782        | 0.031771        | 0.000011       
0.8163     | 0.032422        | 0.032458        | 0.000036       
0.8243     | 0.033072        | 0.033153        | 0.000081       
0.8323     | 0.033732        | 0.033857        | 0.000125       
0.8403     | 0.034403        | 0.034570        | 0.000167       
0.8483     | 0.035085        | 0.035292        | 0.000207       
0.8563     | 0.035780        | 0.036023        | 0.000243       
0.8643     | 0.036486        | 0.036763        | 0.000277       
0.8723     | 0.037203        | 0.037512        | 0.000309       
0.8804     | 0.037932        | 0.038271        | 0.000338       
0.8884     | 0.038674        | 0.039039        | 0.000365       
0.8964     | 0.039427        | 0.039817        | 0.000390       
0.9044     | 0.040192        | 0.040605        | 0.000413       
0.9124     | 0.040970        | 0.041403        | 0.000433       
0.9204     | 0.041761        | 0.042212        | 0.000451       
0.9284     | 0.042565        | 0.043031        | 0.000466       
0.9364     | 0.043382        | 0.043862        | 0.000480       
0.9444     | 0.044212        | 0.044703        | 0.000491       
0.9524     | 0.045056        | 0.045557        | 0.000501       
0.9604     | 0.045913        | 0.046422        | 0.000509       
0.9684     | 0.046785        | 0.047299        | 0.000515       
0.9764     | 0.047672        | 0.048189        | 0.000517       
0.9844     | 0.048574        | 0.049091        | 0.000517       
0.9924     | 0.049491        | 0.050007        | 0.000515       
1.0004     | 0.050424        | 0.050935        | 0.000512       
1.0084     | 0.051371        | 0.051878        | 0.000507       
1.0164     | 0.052335        | 0.052835        | 0.000500       
1.0244     | 0.053314        | 0.053806        | 0.000492       
1.0324     | 0.054310        | 0.054792        | 0.000482       
1.0404     | 0.055321        | 0.055792        | 0.000471       
1.0484     | 0.056350        | 0.056808        | 0.000458       
1.0564     | 0.057395        | 0.057841        | 0.000445       
1.0644     | 0.058458        | 0.058888        | 0.000431       
1.0724     | 0.059538        | 0.059953        | 0.000416       
1.0804     | 0.060635        | 0.061035        | 0.000399       
1.0884     | 0.061751        | 0.062133        | 0.000382       
1.0964     | 0.062885        | 0.063249        | 0.000364       
1.1044     | 0.064037        | 0.064382        | 0.000345       
1.1124     | 0.065208        | 0.065534        | 0.000326       
1.1204     | 0.066398        | 0.066705        | 0.000306       
1.1285     | 0.067608        | 0.067894        | 0.000286       
1.1365     | 0.068837        | 0.069103        | 0.000266       
1.1445     | 0.070086        | 0.070331        | 0.000245       
1.1525     | 0.071355        | 0.071580        | 0.000225       
1.1605     | 0.072645        | 0.072849        | 0.000204       
1.1685     | 0.073956        | 0.074138        | 0.000182       
1.1765     | 0.075288        | 0.075448        | 0.000161       
1.1845     | 0.076641        | 0.076781        | 0.000140       
1.1925     | 0.078019        | 0.078135        | 0.000117       
1.2005     | 0.079423        | 0.079511        | 0.000088       
1.2085     | 0.080851        | 0.080911        | 0.000060       
1.2165     | 0.082303        | 0.082335        | 0.000032       
1.2245     | 0.083779        | 0.083782        | 0.000003       
1.2325     | 0.085279        | 0.085254        | 0.000025       
1.2405     | 0.086805        | 0.086752        | 0.000053       
1.2485     | 0.088355        | 0.088274        | 0.000081       
1.2565     | 0.089931        | 0.089823        | 0.000108       
1.2645     | 0.091533        | 0.091398        | 0.000135       
